t_mono,ax,ay,az,gx,gy,gz
104059.7026,0.28439285,-0.04903325,9.845876599999999,-0.007225663103256524,-0.0026529004630313807,-0.002722713633111154
104059.7151,0.2745862,0.00980665,9.80665,0.005777039824101231,-6.981317007977319e-05,-0.004206243497306334
104059.7244,0.22555294999999997,-0.0,9.80665,0.005480333851262195,-0.0004363323129985824,-0.001762782544514273
104059.7362,0.21574629999999997,-0.0392266,9.845876599999999,0.002373647782712288,0.0004014257279586958,0.0033335788713091696
104059.7461,0.2745862,-0.04903325,9.77723005,-0.0030892327760299633,-0.0008377580409572782,0.004939281783143952
104059.7597,0.26477955,-0.04903325,9.757616749999999,-0.003926990816987242,-0.0064053583548191895,-0.003141592653589793
104059.7672,0.30400615,-0.0,9.7870367,0.011222467090323538,-0.010681415022205296,0.007452555906015787
104059.7776,0.30400615,-0.0980665,9.845876599999999,0.0004537856055185257,0.0014311699866353504,0.0020943951023931952
104059.7895,0.2353596,-0.0,9.845876599999999,-0.008656833089891874,-0.0008726646259971648,-0.0031066860685499066
104059.7997,0.2353596,-0.06864655,9.836069949999999,0.0019373154697137059,-0.007504915783575617,-0.0037699111843077517
104059.8104,0.196133,-0.0196133,9.81645665,-0.009965830028887622,0.0002617993877991494,0.002530727415391778
104059.8210,0.21574629999999997,-0.0196133,9.80665,-0.005044001538263612,-0.005288347633542819,0.0009075712110370514
104059.8341,-0.04903325,-0.1176798,9.77723005,0.003612831551628262,0.007819075048934596,-0.0073129295658562405
104059.8443,-0.6864655000000001,-0.0980665,9.81645665,0.0013788101090755204,0.004572762640225144,0.0004188790204786391
104059.8552,-1.0983448,0.04903325,9.71839015,0.0012740903539558606,-0.009337511498169663,0.010454522219446033
104059.8652,-0.8924051499999999,-0.0196133,9.77723005,0.0015707963267948964,0.003612831551628262,-0.0077492618788548235
104059.8762,-0.37265269999999995,-0.08825984999999999,9.953749749999998,-0.0020420352248333657,-0.005393067388662479,0.0003839724354387525
104059.8870,0.21574629999999997,-0.06864655,9.826263299999999,-0.00301941960595019,-0.0048520153205442364,0.005044001538263612
104059.8980,0.4707192,-0.10787314999999999,9.7870367,-0.004607669225265031,0.0016580627893946131,-0.007347836150896127
104059.9080,0.10787314999999999,-0.0980665,9.7281968,0.008447393579652554,0.002670353755551324,-0.004677482395344803
104059.9177,-0.2353596,-0.0588399,9.953749749999998,-0.0004363323129985824,0.0010821041362364843,-0.003298672286269283
104059.9278,-0.4118793,0.00980665,9.747810099999999,-0.001710422666954443,-0.005113814708343385,0.0030368728984701333
104059.9386,-0.1372931,-0.04903325,9.81645665,-0.002373647782712288,-0.0060911990894602095,-0.007976154681614086
104059.9484,0.2745862,-0.00980665,9.826263299999999,-0.003543018381548489,-0.008395033702092726,-0.008290313946973065
104059.9586,0.57859235,-0.12748644999999997,9.757616749999999,-0.0038222710618675817,-0.0069638637154573755,-0.0019198621771937625
104059.9685,0.46091255,0.0196133,9.747810099999999,-0.002129301687433082,0.003298672286269283,-0.009302604913129777
104059.9784,0.28439285,-0.04903325,9.757616749999999,0.0018151424220741027,-0.0017453292519943296,-0.004537856055185257
104059.9884,0.0392266,-0.0784532,9.924329799999999,0.004380776422505767,-0.004590215932745087,0.002234021442552742
104059.9981,0.02941995,-0.02941995,9.7674234,0.006946410422937432,-0.0004363323129985824,0.0057421332390613445
104060.0093,0.20593965,0.0196133,9.855683249999998,0.002234021442552742,-0.014137166941154071,-0.0036302848441482054
